property_name,link,location,price,price_per_sqft,super_built_up_area,carpet_area,builtup_area,description,facing,highlights,features_list,property_id,ownership,gated_community,bedrooms,bathrooms,balcony,others,floor,overlooking,age,furnish_type,nearby_locations_list,rating,rating_details,furnish_details_list,features
On Request,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-29-vashi-navi-mumbai-860-sq-ft-r1-spid-E80300419,"2 Bedroom House for sale in Sector 29 Vashi, Navi Mumbai",₹2.25 Cr,"₹26,129 /sqft",,,,"2bhk duplex society row house at prime location sector-29 vashi, near by all aminites like garden, school, college, temple, etc",East,['+2'],[],E80300419,Co-operative Society,Yes,2 Bedrooms,2 Bathrooms,1 Balcony,Others,1 Floors,Main Road,10+ Year Old,Unfurnished,"['Ikea', 'Sai Baba Mandir', 'Ganesh Temple', 'Masjid', 'Gurudwara Dashmesh Darbar', 'Shiv Ganesh Hanuman Mandir', 'Ashirwad Hospital Maternity Surgical and General', 'Vinamra Swaraj Hospital', 'Dr. Shubha Rao', 'Pkc Hospital', 'Uma Hospital', 'Mohanlal Jivandas Hospital managed by Krishnai Hospital', 'Dr. Kunnure Hospital and Iccu', 'Saraswati Skin and Eye Care Centre', 'Naik Nursing Home and Endoscopy Centre', 'Lotus Multispeciality Hospital and Icu', 'Dr Yewale Multispeciality Hospital For Children', 'Global 5 Health Care Centre', 'Satyam Multispeciality Hospital and Trauma Centre', 'Archana Maternity & Nursing Home', 'Vidhi Eye and Skin Care Centre', 'Rajpal Hospital and I.C.U.', 'Aakashdeep Hospital and I.C.U', 'Laksh Deep Hospital', 'Vedaant Multispeciality Hospital', 'Om Gagangiri Hospital Thane', 'Zaveri Eye Clinic', 'Thanawala Maternity Home', 'Thanawalas Maternity Home & IVF Clinic', 'Dr. Parikhs Nursing Home and Iccu -', 'Mathadi Hospital', 'Dhrushti Eye Clinic and Microsourgery Centre', 'Dr. Tilwe Maternity and Nursing Home', 'South indian bank', 'Uco bank', 'Balaji Theatre', 'Vishnudas Bhave Natyagruha', 'Hotel Bhagat Tarachand', 'Blue Diamond Hotel', 'Royal Oak Brewery', 'Cafe Cofee Day', 'Hotel Shabari', 'Hotel Golden Punjab', 'Bhaghat Tarachand', 'Navratna Veg Restaurant -', 'Orchids The International School - Vashi', 'Orchids The International School', 'Koparkhairne railway station', 'Turbhe railway station', 'Cht.sahu maharaj vachnalaya library']",4.4,"{'Connectivity': 4.4, 'Lifestyle': 4.4, 'Safety': 4.5, 'Green Area': 4.2}",[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Waste Disposal', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Waste Disposal']"
Row House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-16-kopar-khairane-navi-mumbai-1075-sq-ft-r2-spid-W75386991,5 Bedroom House for sale in Sector 16 Kopar Khairane,₹2.25 Cr,"₹20,903 /sqft",,,,"100 meters individual row house on sale at sector-16 kopar khairane, near by all aminites like, school, college, market, supermarket, bank, atm, autostand, bus stop, railway station, gym, hotel, resturent, etc.",West,['+2'],[],W75386991,Freehold,,5 Bedrooms,4 Bathrooms,3 Balconies,Others,3 Floors,Others,10+ Year Old,Unfurnished,"['Ikea', 'Gurudwara Dashmesh Darbar', 'Shiv Ganesh Hanuman Mandir', 'Masjid', 'Chikaleshwar Mandir', 'Sai Baba Mandir', 'Ganesh Temple', 'Vedaant Multispeciality Hospital', 'Satyam Multispeciality Hospital and Trauma Centre', 'Om Gagangiri Hospital Thane', 'Aakashdeep Hospital and I.C.U', 'Archana Maternity & Nursing Home', 'Saraswati Skin and Eye Care Centre', 'Vidhi Eye and Skin Care Centre', 'Rajpal Hospital and I.C.U.', 'Mathadi Hospital', 'Dr. Dive S Eye Clinic', 'Sai Snehdeep Hospital', 'Ashirwad Hospital Maternity Surgical and General', 'Vinamra Swaraj Hospital', 'Naik Nursing Home and Endoscopy Centre', 'Dr. Shubha Rao', 'Uma Hospital', 'Dr Yewale Multispeciality Hospital For Children', 'Mohanlal Jivandas Hospital managed by Krishnai Hospital', 'Dr. Kunnure Hospital and Iccu', 'Pkc Hospital', 'Global 5 Health Care Centre', 'Lotus Multispeciality Hospital and Icu', 'Divine Multispecialty Hospital and Research Centre', 'Laksh Deep Hospital', 'Zaveri Eye Clinic', 'Mahanagar Gas CNG pump', 'Uco bank', 'South indian bank', 'Uco bank', 'Balaji Theatre', 'Vishnudas Bhave Natyagruha', 'Blue Diamond Hotel', 'Hotel Bhagat Tarachand', 'Cafe Cofee Day', 'Royal Oak Brewery', 'Hotel Shabari', ""McDonald's"", 'Ashvin Palace', 'Orchids The International School', 'Orchids The International School - Vashi', 'Koparkhairne railway station', 'Ghansoli railway station', 'Cht.sahu maharaj vachnalaya library']",3.8,"{'Connectivity': 3.8, 'Lifestyle': 3.7, 'Safety': 3.8, 'Green Area': 3.7}",[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Waste Disposal', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Waste Disposal']"
"Phase 2,Dombivli East, Kalyan, Thane, Thane Outskirts",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-phase-2-dombivli-east-thane-3763-sq-ft-r1-spid-F80070909,"6 Bedroom House for sale in Phase 2,Dombivli East, Kalyan, Thane",₹7 Cr,"₹18,581 /sqft",,,,"Fully furnished bunglow ground+3 with car parking
Dombivli east phase11 
Road touch property",East,['+2'],[],F80070909,Freehold,Yes,6 Bedrooms,6 Bathrooms,3 Balconies,"Pooja Room,Servant Room,Study Room,Others",3 Floors,Main Road,10+ Year Old,Furnished,"['Sai Baba Mandir', 'P&T Colony Hanuman Templw', 'Swami Samarth Math', 'Small Shiva Temple', 'Rajanigandha Hospital and Iccu', 'Mamata Hospital', 'Kamat Hospital', 'Aims Asian Institute Of Medical Sciences - Dombivli', 'Neptune Superspeciality Hospital', 'Aarogyam Hospital Thane', 'Optilife Multispeciality Hospital', ""Pmrs Ace Children's Hospital"", 'Shree Ashirwad Hospital Dombivli', 'Platinum Hospital', 'Icon Hospital Thane', 'Orion Multispeciality Hospital', 'Samarth Nursing Home', 'Suyash Hospital Dombivali', 'Kaveri Hospital', 'Shivam Hospital Thane', 'Anish Hospital', 'Hardikar Hospital and Polyclinic', 'Padmashree Hospital', 'Kopardes Hospital', 'Jeevandeep Hospital and Critical Care Centre', 'Jeevanshree Hospitals', 'Gurukalash Polyclinc and Nursing Home', 'Nulife Hospital', 'Navjeevan Hospital', 'Phoenix Hospital Dombivali', 'Amrut Hospital and Endoscopic Clinic', 'Shri Chaitanya Hospital - Mumbai', 'Life Care Hospital', 'Karwa Hospital and Iccu', 'Sparsh Multispeciality Hospital and I C C U', 'Dandekar Hospital and Dyalysis Centre', 'Jyotirmay Hospital', 'Hambarde Hospital - Mumbai', 'Dr. Chhedas Eye Clinic and Day Care Unit', ""Chheda's Eye Clinic"", 'Kumars Maternity and Surgical Nursing Home', 'Gokhale Orthopaedic Centre', 'Sai Jyot Hospital', 'Shamiyana Hall', 'Shir Varad Siddhivinayak Seva bhavan', 'The Bombay Fries', 'Shubhanand Malvani lajat', 'Shantinagar School', 'Tilak Nagar Vidya Mandir High School', 'DNC High School Ground']",,{},"['1 Wardrobe', '7 Fan', '8 Light', '8 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Visitor Parking', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Visitor Parking']"
RH-2,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-vashi-navi-mumbai-610-sq-ft-r2-spid-D79267017,"2 Bedroom House for sale in Sector 7 Vashi, Navi Mumbai",₹1.9 Cr,"₹28,688 /sqft",,,,Rh 2 available for sale in vashi,,['+1'],[],D79267017,Freehold,,2 Bedrooms,2 Bathrooms,No Balcony,,1 Floors,Others,10+ Year Old,Unfurnished,"['Inorbit Mall', 'Shiv Temple', 'Alliance Church', 'Sai Baba Mandir', 'Sterling Wockhardt Hospital', 'Surya Netralaya', 'Dhrushti Eye Clinic and Microsourgery Centre', 'Navjeevan Hospital', 'Laksh Deep Hospital', 'Dr. Parikhs Nursing Home and Iccu -', 'Thanawala Maternity Home', 'Dr. Tilwe Maternity and Nursing Home', 'Thanawalas Maternity Home & IVF Clinic', 'Zaveri Eye Clinic', 'Global 5 Health Care Centre', 'Dr Yewale Multispeciality Hospital For Children', 'Dr. Kunnure Hospital and Iccu', 'Lotus Multispeciality Hospital and Icu', 'Mohanlal Jivandas Hospital managed by Krishnai Hospital', 'Uma Hospital', 'Dr. Shubha Rao', 'Pkc Hospital', ""Dr. R.N. Patil's Suraj Neurologiacal and Multispeciality Hospital"", 'Vinamra Swaraj Hospital', 'Ashirwad Hospital Maternity Surgical and General', 'Sanpada General Hopital', 'Vashi', 'Hdfc bank', 'Dena bank', 'The maharashtra state co-operative bank ltd', 'State bank of india', 'South indian bank', 'Vishnudas Bhave Natyagruha', 'Navratna Veg Restaurant -', ""McDonald's"", 'Hotel Golden Punjab', 'Hotel Shabari', 'Cafe Cofee Day', 'Bhaghat Tarachand', 'Royal Oak Brewery', 'Hotel Bhagat Tarachand', 'Vashi railway station', 'Sanpada railway station', 'Haware Business Park', 'Cht.sahu maharaj vachnalaya library']",,{},[],"['Water Storage', 'Waste Disposal', 'Water Storage', 'Waste Disposal']"
"Near GCC Club, Mira Bhayandar",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-mira-bhayandar-1800-sq-ft-spid-S83457296,"5 Bedroom House for sale in Near GCC Club, Mira Bhayandar",₹3.6 Cr,"₹20,000 /sqft",,,,"On the lookout for a spacious house in mira bhayandar? Go for this 5 bhk house for sale in near gcc club, a well-Connected locality within mira bhayandar. This house occupies a super built up area of 1800 sq.Ft. And contains 5 bedrooms, 2 bathrooms and 2 balconies. There is 1 open parking available with this house. This 10+ years old property is available for immediate possession as the house i...",North-East,['+2'],[],S83457296,Freehold,Yes,5 Bedrooms,2 Bathrooms,2 Balconies,"Others,Pooja Room",2 Floors,Main Road,10+ Year Old,Semifurnished,[],,{},"['1 Fan', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']"
"Sector 18 Kopar Khairane, Navi Mumbai",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-18-kopar-khairane-navi-mumbai-2151-sq-ft-r1-spid-C79099855,4 Bedroom House for sale in Sector 18 Kopar Khairane,₹3.5 Cr,"₹16,258 /sqft",,,,"Independent villa semi furnished with 4 beds, 4 baths, 2 halls, and a huge terrace.",East,['+2'],[],C79099855,Freehold,Yes,4 Bedrooms,4 Bathrooms,1 Balcony,,2 Floors,Park/Garden,5 to 10 Year Old,Semifurnished,"['Ikea', 'Chikaleshwar Mandir', 'Gurudwara Dashmesh Darbar', 'Shiv Ganesh Hanuman Mandir', 'Masjid', 'Ganesh Temple', 'Sai Baba Mandir', 'Mathadi Hospital', 'Om Gagangiri Hospital Thane', 'Dr. Dive S Eye Clinic', 'Vedaant Multispeciality Hospital', 'Aakashdeep Hospital and I.C.U', 'Sai Snehdeep Hospital', 'Satyam Multispeciality Hospital and Trauma Centre', 'Vidhi Eye and Skin Care Centre', 'Archana Maternity & Nursing Home', 'Rajpal Hospital and I.C.U.', 'Saraswati Skin and Eye Care Centre', 'Naik Nursing Home and Endoscopy Centre', 'Ashirwad Hospital Maternity Surgical and General', 'Vinamra Swaraj Hospital', 'Divine Multispecialty Hospital and Research Centre', 'Dr. Shubha Rao', 'Uma Hospital', 'Mohanlal Jivandas Hospital managed by Krishnai Hospital', 'Dr Yewale Multispeciality Hospital For Children', 'Dr. Kunnure Hospital and Iccu', 'Pkc Hospital', 'Global 5 Health Care Centre', 'Lotus Multispeciality Hospital and Icu', 'LOMA IT PARK', 'Mahanagar Gas CNG pump', 'Uco bank', 'Uco bank', 'South indian bank', 'Balaji Theatre', 'Blue Diamond Hotel', 'Hotel Bhagat Tarachand', ""McDonald's"", 'Cafe Cofee Day', 'Ashvin Palace', 'Royal Oak Brewery', 'Hotel Shabari', 'Ruchit Palace', 'Orchids The International School', 'Orchids The International School - Vashi', 'Koparkhairne railway station', 'Ghansoli railway station']",,{},"['4 Bed', '4 Wardrobe', '8 Light', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'High Ceiling Height', 'Water Storage', 'No open drainage around', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Private Garden / Terrace', 'High Ceiling Height', 'Water Storage', 'No open drainage around', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']"
Lodha Villa Imperio,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dombivli-east-mumbai-beyond-thane-3150-sq-ft-spid-Z82810952,"4 Bedroom House for sale in Dombivli East, Thane",₹2.89 Cr,"₹9,175 /sqft",,,,Unveiling lodha villa imperio  a life reserved for the few.,East,['+2'],[],Z82810952,Freehold,Yes,4 Bedrooms,4 Bathrooms,2 Balconies,,2 Floors,"Park/Garden,Club,Main Road,Pool,Others",Dec 2027,,"['Sai Baba Mandir', 'P&T Colony Hanuman Templw', 'Swami Samarth Math', 'Optilife Multispeciality Hospital', 'Shree Ashirwad Hospital Dombivli', 'Icon Hospital Thane', 'Aarogyam Hospital Thane', ""Pmrs Ace Children's Hospital"", 'Orion Multispeciality Hospital', 'Suyash Hospital Dombivali', 'Kaveri Hospital', 'Platinum Hospital', 'Anish Hospital', 'Hardikar Hospital and Polyclinic', 'Samarth Nursing Home', 'Rajanigandha Hospital and Iccu', 'Padmashree Hospital', 'Jeevandeep Hospital and Critical Care Centre', 'Gurukalash Polyclinc and Nursing Home', 'Mamata Hospital', 'Phoenix Hospital Dombivali', 'Navjeevan Hospital', 'Kamat Hospital', 'Nulife Hospital', 'Jeevanshree Hospitals', 'Kopardes Hospital', 'Aims Asian Institute Of Medical Sciences - Dombivli', 'Neptune Superspeciality Hospital', 'Amrut Hospital and Endoscopic Clinic', 'Life Care Hospital', 'Sparsh Multispeciality Hospital and I C C U', 'Shri Chaitanya Hospital - Mumbai', 'Shivam Hospital Thane', 'Dandekar Hospital and Dyalysis Centre', 'Karwa Hospital and Iccu', 'Jyotirmay Hospital', 'Hambarde Hospital - Mumbai', 'Dr. Chhedas Eye Clinic and Day Care Unit', 'Sai Jyot Hospital', ""Chheda's Eye Clinic"", 'Gokhale Orthopaedic Centre', 'Kumars Maternity and Surgical Nursing Home', 'Ishwar Hospital', 'Shamiyana Hall', 'Shir Varad Siddhivinayak Seva bhavan', 'Shubhanand Malvani lajat', 'The Bombay Fries', 'Shantinagar School', 'Tilak Nagar Vidya Mandir High School', 'DNC High School Ground']",4.2,"{'Connectivity': 4.3, 'Lifestyle': 4.1, 'Safety': 4.2, 'Green Area': 4.0}",[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
"Lodha Heaven, Dombivli East, Thane Outskirts",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-lodha-heaven-mumbai-beyond-thane-2240-sq-ft-r1-spid-D79271627,"4 Bedroom House for sale in Lodha Heaven, Dombivli East",₹4.6 Cr,"₹20,535 /sqft",,,,Modern villa with all the furnishings for luxurious living. Located in a prime locality.,East,['+2'],[],D79271627,Freehold,,4 Bedrooms,4 Bathrooms,3+ Balconies,Pooja Room,1 Floors,Main Road,1 to 5 Year Old,Furnished,"['Ayre road cha maharaja', 'KDMC HOSP 2 Shastrinagar General Hospital Dombivli', 'Anand Hospital and Heart Cure Unit', 'Omega Clinic', 'Shriram Nursing Home', 'Dr Upasani Shriram Hospital', 'Dr.Harne Hospital', 'Life Line Hospital and Icu', 'Mahalaxmi Hospital Thane', 'Shree Sadguru Krupa Hospital', 'City Hospital and Polyclinic', 'Apurva Nursing Home', 'Sai Shraddha Hospital', 'Spandan Hospital and Iccu', 'Galaxy Criticare Hospital', 'Netra Sanjeevani Eye Center', 'Noble Hospital', 'Dr Vishwas Puranik Dental Clinic Dombivali', 'Charming Smiles Dental Clinic', 'Om Hospital Thane', 'Eye Site', 'Venus Hospital Multispeciality', 'Gurukrupa Eye Hospital', 'Dr. Oak Hospital', 'Ishwar Hospital', 'Shri Chaitanya Hospital', 'Anupam Hospital', 'Sai Jyot Hospital', 'Asmita Nursing Home', 'Gokhale Orthopaedic Centre', ""Chheda's Eye Clinic"", 'Dr. Chhedas Eye Clinic and Day Care Unit', 'Kumars Maternity and Surgical Nursing Home', 'BARC CHSS Dispensary Dombivali Thakurwadi', 'Dandekar Hospital and Dyalysis Centre', 'Sparsh Multispeciality Hospital and I C C U', 'Hambarde Hospital - Mumbai', 'Anil Eye Hospital', 'Jyotirmay Hospital', 'Nathkrupa Nursing Home', 'Shir Varad Siddhivinayak Seva bhavan', 'Dwarka Hotel', 'Samrat Hotel', 'Port Royal', 'Shubhanand Malvani lajat', 'S.H. JONDHALE SCHOOL', 'South Indian School', 'Dombivli railway station', 'Kopar railway station', 'Prosperconsulting.in']",3.7,"{'Connectivity': 3.6, 'Lifestyle': 3.5, 'Safety': 3.9, 'Green Area': 3.7}","['1 Water Purifier', '10 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '20 Light', '10 AC', '2 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Dining Table']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']"
"Andheri East, Mumbai, Western Mumbai",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-andheri-east-mumbai-andheri-dahisar-200-sq-ft-spid-F81006705,"4 Bedroom House for sale in Andheri East, Mumbai",₹58 Lac,"₹29,000 /sqft",,,,"I have a house/villa available for sale in andheri east, western mumbai. Available at price of rs 58 lacs. It has plot area of 200 sq ft. It has 4 bhk, 3 bathroom, 0 balcony.It is a freehold property",,[],[],F81006705,Freehold,,4 Bedrooms,3 Bathrooms,No Balcony,,2 Floors,,1 to 5 Year Old,,"['Airport road metro station', 'Chakala metro station', 'Marol naka metro station', 'Gurdwara andheri east', 'Jain Mandir', 'Gurudawara shri Guru Nanak Darbar', 'Ganesh Mandir', 'St. John the Baptist Church', 'Mukund Hospital', 'Mukund Maternity and Surgical Nursing Home', 'Dr. Blue Shield Medical Clinic', 'Umang Maternity and Surgical Nursing Home', 'Dr. F. F. Pardiwala', 'Dadhich Nursing Home', 'Spectacles and Contact Lens Clinic', 'SRL Diagnostics Andheri MIDC', 'Marol Maternity Home', 'Ameya Surgical and General Nursing Home', 'Medicare Hospital', 'Goel Hospital', 'Kiran Care and Cure Hospital', 'Dr. M.C.Desai Eye Clinic and Microsurgury Eye Centre', 'Rachana Maternity Paediatric and Surgical Nursing Home', 'Crisil House', 'Apple Heritage', 'Leela Business Park', 'Marol Depot', 'Sangam Big Cinema', 'Jankalyan sahkari bank ltd', 'Bassein catholic bank', 'Greater bombay bank', 'Punjab national bank', 'Apna dhaba', 'Apna Dhaba', 'Gopal Krishna', 'Kapital Kitchen Swad Dilli ka', 'Red Box', 'New Airport Restaurant', 'Hotel Krishna', 'Ganesh idliwala', 'Drool over dosa', 'shivkrupa', 'Minks Sayaji', ""Domino's"", ""The Punjabi's Kitchen"", 'shri Ghanshamdas podhar vidyalay Rajasthani school', 'Shri Kalgidar Mission High School', 'OneAssist', 'Vinmar House', 'Quantum Designs']",4.4,"{'Connectivity': 4.5, 'Lifestyle': 4.4, 'Safety': 4.3, 'Green Area': 4.0}",[],[]
Rajkunj CHS LTD,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chembur-east-central-mumbai-1400-sq-ft-r1-spid-C81146553,"4 Bedroom House for sale in Chembur East, Mumbai",₹4.25 Cr,"₹30,357 /sqft",,,,Rowhouse villa bungalow available for sale in chembur.Rowhouse villa bungalow available for sale in rajkunj society.The property has ground and 1st floor and terrace.The property has front lawn and garden in backyard.The property has total 3 bedrooms with 1 living and dining room and .1 guest room.Very well maintained property.One of the best societies of chembur.Peaceful surrounding. Registere...,East,['+2'],[],C81146553,Freehold,Yes,4 Bedrooms,4 Bathrooms,No Balcony,"Pooja Room,Study Room,Servant Room,Store Room",1 Floors,Main Road,10+ Year Old,Semifurnished,[],3.9,"{'Connectivity': 3.9, 'Lifestyle': 3.9, 'Safety': 3.8, 'Green Area': 3.7}","['5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Maintenance Staff', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Maintenance Staff', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']"
"Manpada, Thane",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-manpada-mumbai-thane-3500-sq-ft-r1-spid-S82190976,"4 Bedroom House for sale in Manpada, Thane",₹3 Cr,"₹8,571 /sqft",,2800.0,3500.0,Own a luxury 4 bhk row house in thane at the price of a flat!,West,['+2'],[],S82190976,Co-operative Society,Yes,4 Bedrooms,4 Bathrooms,2 Balconies,"Study Room,Store Room",2 Floors,"Park/Garden,Club",10+ Year Old,,"['nilkanteshwar mandir', 'Nandibaba temple', 'Icici bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Dentales', 'Fortizz Dental Clinic', 'Derma Villa', 'Shree Eye Hospital', 'Cosmodent Dental Centre', 'Orthonova Hospital', ""Dr. Amar's Karkhanis Super- Speciality Hospital"", 'Metro Hospital and Icu', 'Titan Hospital', 'Sparsh Maternity and Nursing Home', 'The Origin International Fertility Centre', ""Dr. Ravi's Clinic Nursing Home and New Born Centre"", 'Tirupati Hospital', 'Wellness Forever 24Hrs open', 'Kailash', 'Central bank of india', 'Kotak mahindra bank', 'Union bank of india', 'Punjab national bank', 'Icici bank', 'The cosmos bank', 'Federal bank', 'Standard chartered bank', 'State bank of india', 'Tjsb sahakari bank', 'Yes bank', 'Maple Restobar', 'Hotel Snack Attack', 'Jumbo King', 'The KKP Restaurant', 'Medusa', 'Gaurav Sweets And Snacks', 'Riviera', 'Rambhia Foods Namkeen Store', ""De'Crepes Cafe"", 'Veg Sizzlers', 'Ajay Tandoor Corner', 'SD Foods', 'Biryani Binge', ""Chap's Tasty Chinese"", 'Rhyme N Colours PReschool', 'Rainbow International School', 'Aakash Academy', 'anmol vidhya mandir school', 'Raunak Group']",4.3,"{'Connectivity': 4.3, 'Lifestyle': 4.4, 'Safety': 4.3, 'Green Area': 4.2}",[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']"
